GEOPOINT,GEOID,NAME,NAMELSAD,STUSAB
39.4469307309; -119.529362193,32029,Storey,Storey County,NV
33.0884910001; -89.0344291744,28159,Winston,Winston County,MS
33.12869729; -90.5266210224,28053,Humphreys,Humphreys County,MS
32.776276295; -81.1407026054,45049,Hampton,Hampton County,SC
30.8338568988; -83.2677076921,13185,Lowndes,Lowndes County,GA
30.7863379319; -96.9768199136,48331,Milam,Milam County,TX
37.3360260406; -77.9761379333,51007,Amelia,Amelia County,VA
31.7626226688; -84.7541920738,13243,Randolph,Randolph County,GA
31.8310952481; -99.9762313036,48399,Runnels,Runnels County,TX
40.0508013832; -86.4686962098,18011,Boone,Boone County,IN
36.3168767363; -96.699194634,40117,Pawnee,Pawnee County,OK
44.47432886; -87.9928589857,55009,Brown,Brown County,WI
38.2785594463; -90.1772845526,17133,Monroe,Monroe County,IL
35.3639599672; -78.0039971272,37191,Wayne,Wayne County,NC
40.5609114012; -84.2217438305,39011,Auglaize,Auglaize County,OH
40.657513472; -73.8388030183,36081,Queens,Queens County,NY
38.2610713047; -90.5376891038,29099,Jefferson,Jefferson County,MO
43.33611095; -78.7708246691,36063,Niagara,Niagara County,NY
43.2393780072; -103.527540829,46047,Fall River,Fall River County,SD
42.0362403729; -94.3968169905,19073,Greene,Greene County,IA
45.4187968009; -99.2153257614,46045,Edmunds,Edmunds County,SD
38.9064174884; -86.0375413468,18071,Jackson,Jackson County,IN
40.468833662; -79.9811946065,42003,Allegheny,Allegheny County,PA
46.9792551456; -98.958838067,38093,Stutsman,Stutsman County,ND
42.0798117536; -92.5325425886,19171,Tama,Tama County,IA
30.6105780997; -81.7714179132,12089,Nassau,Nassau County,FL
34.2439383654; -84.4761934266,13057,Cherokee,Cherokee County,GA
40.4525990445; -92.1470474552,29199,Scotland,Scotland County,MO
41.2200386132; -98.5170946378,31093,Howard,Howard County,NE
45.6803836844; -90.3614492328,55099,Price,Price County,WI
38.0874838474; -99.897935995,20083,Hodgeman,Hodgeman County,KS
44.5628867649; -68.3682079676,23009,Hancock,Hancock County,ME
34.0218460217; -80.9030859572,45079,Richland,Richland County,SC
42.9710217012; -114.811514939,16047,Gooding,Gooding County,ID
36.1265615389; -76.6021303656,37041,Chowan,Chowan County,NC
37.3191787991; -102.560476646,8009,Baca,Baca County,CO
31.9004024441; -97.6343490687,48035,Bosque,Bosque County,TX
42.0687539209; -89.9343041982,17015,Carroll,Carroll County,IL
47.8716944124; -96.0953033903,27125,Red Lake,Red Lake County,MN
41.8213257512; -75.8006828963,42115,Susquehanna,Susquehanna County,PA
42.1980879866; -74.9664662769,36025,Delaware,Delaware County,NY
40.0424384345; -76.2477042693,42071,Lancaster,Lancaster County,PA
38.6357242384; -90.245238047,29510,St. Louis,St. Louis city,MO
34.3424135138; -104.411957888,35011,De Baca,De Baca County,NM
32.8318884986; -92.3748055749,22111,Union,Union Parish,LA
42.3401529673; -72.6637844853,25015,Hampshire,Hampshire County,MA
35.5424444709; -97.9824010419,40017,Canadian,Canadian County,OK
39.4386164734; -84.5756449351,39017,Butler,Butler County,OH
45.1880453547; -122.220869625,41005,Clackamas,Clackamas County,OR
40.606258463; -87.310906018,18007,Benton,Benton County,IN
38.4461016023; -87.8442748908,17185,Wabash,Wabash County,IL
46.0175261512; -123.716999161,41007,Clatsop,Clatsop County,OR
42.0362382229; -94.8605592807,19027,Carroll,Carroll County,IA
26.5534898513; -81.1659012496,12051,Hendry,Hendry County,FL
46.2296522668; -106.730712236,30087,Rosebud,Rosebud County,MT
43.5541675519; -85.8009172937,26123,Newaygo,Newaygo County,MI
38.9147512529; -99.3172316232,20051,Ellis,Ellis County,KS
42.8788290644; -99.7123497118,31103,Keya Paha,Keya Paha County,NE
36.2505340956; -85.9567145693,47159,Smith,Smith County,TN
36.9316012682; -80.3625657303,51063,Floyd,Floyd County,VA
32.7360040875; -84.9089881157,13145,Harris,Harris County,GA
28.3526879602; -98.5678411195,48311,McMullen,McMullen County,TX
44.1172175226; -73.7727094403,36031,Essex,Essex County,NY
37.9551831858; -102.393348977,8099,Prowers,Prowers County,CO
39.0773714416; -83.0668541556,39131,Pike,Pike County,OH
31.9892401922; -87.3082017869,1131,Wilcox,Wilcox County,AL
39.5783299005; -75.6389781252,10003,New Castle,New Castle County,DE
38.5231613136; -99.3092409497,20165,Rush,Rush County,KS
40.0403785235; -86.8932997962,18107,Montgomery,Montgomery County,IN
38.9047737146; -77.0163026702,11001,District of Columbia,District of Columbia,DC
38.5645174515; -95.2859482396,20059,Franklin,Franklin County,KS
38.8344683216; -81.6747943199,54035,Jackson,Jackson County,WV
34.6310256133; -83.5311320934,13137,Habersham,Habersham County,GA
38.05518334; -122.748858563,6041,Marin,Marin County,CA
32.1077245005; -94.7618791398,48401,Rusk,Rusk County,TX
32.346971275; -84.7870462059,13053,Chattahoochee,Chattahoochee County,GA
47.2175378518; -116.658654162,16009,Benewah,Benewah County,ID
31.2760599041; -83.229622,13019,Berrien,Berrien County,GA
44.335608598; -84.6115999116,26143,Roscommon,Roscommon County,MI
34.2508713944; -97.2857880387,40019,Carter,Carter County,OK
36.578159387; -105.631025824,35055,Taos,Taos County,NM
31.1261225461; -87.1616198682,1053,Escambia,Escambia County,AL
32.7390025581; -108.382455769,35017,Grant,Grant County,NM
41.5939007094; -83.0199778922,39123,Ottawa,Ottawa County,OH
34.3736483159; -96.0378479139,40005,Atoka,Atoka County,OK
35.6466064799; -95.9642646677,40111,Okmulgee,Okmulgee County,OK
47.5754617267; -100.34555506,38083,Sheridan,Sheridan County,ND
18.2686767455; -66.8667797607,72081,Lares,Lares Municipio,PR
43.3656487303; -87.5944659612,55089,Ozaukee,Ozaukee County,WI
43.7197073785; -87.6347744896,55117,Sheboygan,Sheboygan County,WI
38.9122413956; -119.616372018,32005,Douglas,Douglas County,NV
28.3067419076; -82.438869799,12101,Pasco,Pasco County,FL
41.6945892724; -106.930610164,56007,Carbon,Carbon County,WY
33.9511687467; -83.3673290793,13059,Clarke,Clarke County,GA
33.3164335785; -83.6880895838,13159,Jasper,Jasper County,GA
41.4367863214; -75.6091956535,42069,Lackawanna,Lackawanna County,PA
30.3354403303; -81.6480093213,12031,Duval,Duval County,FL
35.0025779761; -93.4112514229,5149,Yell,Yell County,AR
41.7067847215; -98.0672555333,31011,Boone,Boone County,NE
35.2387731611; -77.6412486292,37107,Lenoir,Lenoir County,NC
41.916698107; -97.6007790824,31119,Madison,Madison County,NE
38.4295611651; -88.4256137919,17191,Wayne,Wayne County,IL
18.0231618268; -67.1857585947,72023,Cabo Rojo,Cabo Rojo Municipio,PR
37.3543505785; -77.0591277659,51036,Charles City,Charles City County,VA
37.9550855775; -103.071704571,8011,Bent,Bent County,CO
35.5123637272; -93.8906143781,5047,Franklin,Franklin County,AR
29.3806620653; -89.4819150635,22075,Plaquemines,Plaquemines Parish,LA
43.9695394798; -89.7703977477,55001,Adams,Adams County,WI
33.9161721803; -80.382316033,45085,Sumter,Sumter County,SC
30.237646533; -85.6326228076,12005,Bay,Bay County,FL
37.4690483094; -82.3958631537,21195,Pike,Pike County,KY
44.499782046; -70.7565745217,23017,Oxford,Oxford County,ME
32.0176929287; -89.506677525,28129,Smith,Smith County,MS
37.2288385526; -98.684790626,20007,Barber,Barber County,KS
30.4078429457; -89.9546332243,22103,St. Tammany,St. Tammany Parish,LA
27.3808664203; -80.4456030776,12111,St. Lucie,St. Lucie County,FL
36.8834465874; -88.3293805253,21157,Marshall,Marshall County,KY
40.610413019; -77.6170419931,42087,Mifflin,Mifflin County,PA
39.785240911; -101.075705109,20153,Rawlins,Rawlins County,KS
30.331070985; -82.2845872684,12003,Baker,Baker County,FL
36.2774544717; -101.354539211,48195,Hansford,Hansford County,TX
29.7082609899; -94.6713769479,48071,Chambers,Chambers County,TX
46.2369933896; -116.426326116,16061,Lewis,Lewis County,ID
33.5787842008; -83.1666552038,13133,Greene,Greene County,GA
45.5861252834; -96.0003022919,27149,Stevens,Stevens County,MN
35.6816924709; -82.0493124426,37111,McDowell,McDowell County,NC
37.5457980664; -85.6979139347,21123,Larue,Larue County,KY
45.064501565; -99.9572518743,46107,Potter,Potter County,SD
48.6855411394; -99.2457570613,38095,Towner,Towner County,ND
39.1955341757; -84.5427676729,39061,Hamilton,Hamilton County,OH
38.0309985368; -98.7174450154,20185,Stafford,Stafford County,KS
40.1247748425; -109.51864842,49047,Uintah,Uintah County,UT
37.3723568684; -78.8125507413,51011,Appomattox,Appomattox County,VA
36.0109653302; -93.7245618667,5087,Madison,Madison County,AR
38.1962558627; -83.4210754055,21205,Rowan,Rowan County,KY
37.1925238004; -95.7428780841,20125,Montgomery,Montgomery County,KS
35.7846556198; -83.5241923117,47155,Sevier,Sevier County,TN
31.525961257; -110.846516905,4023,Santa Cruz,Santa Cruz County,AZ
40.9879710088; -91.5445322832,19087,Henry,Henry County,IA
39.8308020875; -92.5646083146,29121,Macon,Macon County,MO
44.5477641459; -99.0049301861,46059,Hand,Hand County,SD
37.1211921397; -82.8552822542,21133,Letcher,Letcher County,KY
48.7724599221; -99.8409490369,38079,Rolette,Rolette County,ND
38.2391477444; -84.8770681668,21073,Franklin,Franklin County,KY
38.8444981835; -81.11757183,54013,Calhoun,Calhoun County,WV
33.2672553197; -91.2939728213,5017,Chicot,Chicot County,AR
34.1338827438; -83.5663480377,13157,Jackson,Jackson County,GA
38.6667977063; -107.031700114,8051,Gunnison,Gunnison County,CO
40.1762856299; -97.5949196014,31169,Thayer,Thayer County,NE
37.9529528516; -98.0860066564,20155,Reno,Reno County,KS
37.0487694369; -76.2954030037,51650,Hampton,Hampton city,VA
40.3016413767; -81.9200107367,39031,Coshocton,Coshocton County,OH
58.2091446546; -135.559082719,2105,Hoonah-Angoon,Hoonah-Angoon Census Area,AK
-14.5416136197; -168.16344943,60030,Rose Island,Rose Island,AS
44.8288090199; -72.2438064213,50019,Orleans,Orleans County,VT
37.5184174771; -87.6831570963,21233,Webster,Webster County,KY
41.5130724363; -79.2360118434,42053,Forest,Forest County,PA
36.0437098766; -79.3994248175,37001,Alamance,Alamance County,NC
38.7541714951; -88.4902374225,17025,Clay,Clay County,IL
40.1282548929; -92.1480723868,29103,Knox,Knox County,MO
38.9500945902; -84.9650431209,18115,Ohio,Ohio County,IN
46.1126539091; -101.040305284,38085,Sioux,Sioux County,ND
38.0921662434; -87.2720537447,18173,Warrick,Warrick County,IN
18.3622092521; -65.6065608131,72053,Fajardo,Fajardo Municipio,PR
28.8662114221; -99.7605956717,48507,Zavala,Zavala County,TX
41.5459746701; -103.710476768,31007,Banner,Banner County,NE
34.8172864604; -89.1884754842,28009,Benton,Benton County,MS
37.3527152683; -88.0972226536,21055,Crittenden,Crittenden County,KY
37.6227077717; -76.5059133431,51119,Middlesex,Middlesex County,VA
47.9219151859; -97.4569239404,38035,Grand Forks,Grand Forks County,ND
38.4805374528; -101.805968435,20071,Greeley,Greeley County,KS
32.7505866271; -81.6119345544,13251,Screven,Screven County,GA
32.7696188927; -113.905618757,4027,Yuma,Yuma County,AZ
36.969571697; -93.1888539044,29043,Christian,Christian County,MO
34.356757808; -89.4849192699,28071,Lafayette,Lafayette County,MS
31.5323843939; -90.4539712434,28085,Lincoln,Lincoln County,MS
40.9900687168; -112.111371277,49011,Davis,Davis County,UT
38.8455149273; -83.4721517804,39001,Adams,Adams County,OH
40.0520536496; -81.4942562194,39059,Guernsey,Guernsey County,OH
41.0290322944; -93.7851578386,19039,Clarke,Clarke County,IA
39.3790027809; -96.3423649942,20149,Pottawatomie,Pottawatomie County,KS
29.2778616455; -96.2221042394,48481,Wharton,Wharton County,TX
35.6872037952; -83.9255394315,47009,Blount,Blount County,TN
47.3264761642; -96.4552777398,27107,Norman,Norman County,MN
31.5708340246; -87.3654375115,1099,Monroe,Monroe County,AL
44.7279402249; -71.7361943775,50009,Essex,Essex County,VT
37.6583184627; -92.590351423,29105,Laclede,Laclede County,MO
39.2111317394; -81.514965317,54107,Wood,Wood County,WV
39.5150814814; -92.9626237174,29041,Chariton,Chariton County,MO
37.938990343; -118.886709262,6051,Mono,Mono County,CA
33.2142871374; -93.227308885,5027,Columbia,Columbia County,AR
33.2166030364; -94.9656722276,48449,Titus,Titus County,TX
42.5970991967; -84.3735369769,26065,Ingham,Ingham County,MI
37.1912804013; -99.2718714746,20033,Comanche,Comanche County,KS
26.4769663387; -97.5916576336,48489,Willacy,Willacy County,TX
43.7846914327; -75.4487944963,36049,Lewis,Lewis County,NY
38.7858226615; -85.4385728826,18077,Jefferson,Jefferson County,IN
39.3709375943; -81.1606296676,54073,Pleasants,Pleasants County,WV
37.3142565856; -80.702936854,51071,Giles,Giles County,VA
41.3964956116; -71.6196574376,44009,Washington,Washington County,RI
32.6672014402; -83.4270835327,13289,Twiggs,Twiggs County,GA
33.7157303222; -86.3145956812,1115,St. Clair,St. Clair County,AL
38.1951228784; -86.1113109452,18061,Harrison,Harrison County,IN
25.0467803277; -81.1856924179,12087,Monroe,Monroe County,FL
18.1332083357; -65.7877942339,72069,Humacao,Humacao Municipio,PR
38.4408670947; -91.5079334292,29073,Gasconade,Gasconade County,MO
40.5240865228; -82.7940677882,39117,Morrow,Morrow County,OH
40.4103560325; -91.7383967271,29045,Clark,Clark County,MO
37.2190501994; -88.7077397007,17127,Massac,Massac County,IL
36.1490481181; -87.3566550687,47043,Dickson,Dickson County,TN
36.7099124483; -93.8290683344,29009,Barry,Barry County,MO
42.4018650655; -92.7914177407,19075,Grundy,Grundy County,IA
37.4596486226; -88.8809285275,17087,Johnson,Johnson County,IL
33.8333331807; -91.2539442656,5041,Desha,Desha County,AR
35.6426343016; -87.858966744,47135,Perry,Perry County,TN
39.1051348222; -79.195570287,54023,Grant,Grant County,WV
31.303925021; -100.982419275,48235,Irion,Irion County,TX
37.5603718263; -80.5505540253,54063,Monroe,Monroe County,WV
35.4081187361; -76.1449651093,37095,Hyde,Hyde County,NC
41.4705726437; -82.5763150918,39043,Erie,Erie County,OH
38.6406885662; -90.4433975603,29189,St. Louis,St. Louis County,MO
35.3119550622; -80.2509863077,37167,Stanly,Stanly County,NC
34.5307791419; -100.681128599,48191,Hall,Hall County,TX
21.2118898113; -156.954041591,15005,Kalawao,Kalawao County,HI
44.9035217224; -123.41325989,41053,Polk,Polk County,OR
31.7315001844; -86.3135388959,1041,Crenshaw,Crenshaw County,AL
46.0092394572; -87.8702584456,26043,Dickinson,Dickinson County,MI
42.1602170275; -75.8196181695,36007,Broome,Broome County,NY
34.2226067095; -82.4591641694,45001,Abbeville,Abbeville County,SC
43.7213655935; -83.9418350885,26017,Bay,Bay County,MI
28.7856505535; -96.0039807574,48321,Matagorda,Matagorda County,TX
34.0887429323; -93.9934933573,5061,Howard,Howard County,AR
32.6789310276; -93.6050459212,22015,Bossier,Bossier Parish,LA
41.6544687417; -105.723910733,56001,Albany,Albany County,WY
32.3673093945; -81.3413404834,13103,Effingham,Effingham County,GA
18.3734438232; -66.5602142106,72054,Florida,Florida Municipio,PR
40.4702708097; -92.5209408738,29197,Schuyler,Schuyler County,MO
31.4292715445; -86.9936742092,1035,Conecuh,Conecuh County,AL
30.7953911236; -85.2154596916,12063,Jackson,Jackson County,FL
43.0564977139; -104.47537645,56027,Niobrara,Niobrara County,WY
39.0474329308; -84.1519178888,39025,Clermont,Clermont County,OH
30.4924753926; -96.6214567361,48051,Burleson,Burleson County,TX
48.6282036571; -110.111239391,30041,Hill,Hill County,MT
37.1339863881; -81.1302139229,51021,Bland,Bland County,VA
45.9373346715; -108.27441843,30111,Yellowstone,Yellowstone County,MT
37.8102830478; -90.4722676012,29187,St. Francois,St. Francois County,MO
35.8086768522; -86.0617405927,47015,Cannon,Cannon County,TN
44.022343746; -93.2260411098,27147,Steele,Steele County,MN
37.1249780238; -81.5605967061,51185,Tazewell,Tazewell County,VA
40.0916079241; -82.4831009236,39089,Licking,Licking County,OH
40.8725715098; -98.5021739966,31079,Hall,Hall County,NE
45.034066286; -92.4527825664,55109,St. Croix,St. Croix County,WI
40.473600561; -85.3248199236,18009,Blackford,Blackford County,IN
31.7795065577; -84.1411344532,13177,Lee,Lee County,GA
37.7017152151; -76.4202298099,51103,Lancaster,Lancaster County,VA
37.8777875638; -96.2326356698,20073,Greenwood,Greenwood County,KS
40.8456930058; -85.7940056739,18169,Wabash,Wabash County,IN
41.7224295706; -111.743622083,49005,Cache,Cache County,UT
44.7194015031; -92.4225034913,55093,Pierce,Pierce County,WI
34.0017844854; -85.1881533822,13233,Polk,Polk County,GA
38.7440854857; -93.8063674936,29101,Johnson,Johnson County,MO
39.3009797143; -76.610646905,24510,Baltimore,Baltimore city,MD
29.8537289242; -94.1534394591,48245,Jefferson,Jefferson County,TX
38.1616348912; -91.9248859666,29125,Maries,Maries County,MO
41.5674402954; -98.5212445201,31077,Greeley,Greeley County,NE
40.072489475; -86.0520142517,18057,Hamilton,Hamilton County,IN
33.4729092689; -88.4433134871,28087,Lowndes,Lowndes County,MS
40.4727799619; -90.2074818825,17057,Fulton,Fulton County,IL
46.977452062; -100.468737737,38015,Burleigh,Burleigh County,ND
41.3171740913; -80.7611602655,39155,Trumbull,Trumbull County,OH
38.0037403985; -108.405922131,8113,San Miguel,San Miguel County,CO
39.8606128566; -80.6633865366,54051,Marshall,Marshall County,WV
32.23625867; -98.2179667085,48143,Erath,Erath County,TX
44.9033239855; -122.584898334,41047,Marion,Marion County,OR
28.0847204066; -96.991438734,48007,Aransas,Aransas County,TX
34.935737081; -99.5607827211,40055,Greer,Greer County,OK
39.4147218971; -78.9437462563,54057,Mineral,Mineral County,WV
38.3521828118; -89.4104744564,17189,Washington,Washington County,IL
34.8607684689; -94.0632792993,5127,Scott,Scott County,AR
37.1913273481; -95.297576142,20099,Labette,Labette County,KS
36.3592115189; -85.6731507891,47087,Jackson,Jackson County,TN
28.7614688332; -81.7113031676,12069,Lake,Lake County,FL
41.5088382943; -87.0733191356,18127,Porter,Porter County,IN
39.4970238369; -82.4792535623,39073,Hocking,Hocking County,OH
40.0534755081; -84.2288717703,39109,Miami,Miami County,OH
-14.2084357923; -169.53673492,60020,Manu'a,Manu'a District,AS
44.4134915893; -95.8389749015,27083,Lyon,Lyon County,MN
39.0363277254; -86.962046365,18055,Greene,Greene County,IN
33.9022896586; -81.2721775142,45063,Lexington,Lexington County,SC
44.2944276779; -101.539985727,46055,Haakon,Haakon County,SD
42.8447493088; -91.3414327747,19043,Clayton,Clayton County,IA
30.1290721039; -91.6082975068,22099,St. Martin,St. Martin Parish,LA
38.9880685587; -103.513965366,8073,Lincoln,Lincoln County,CO
33.5933550412; -92.8819343531,5103,Ouachita,Ouachita County,AR
36.8180034435; -97.1439380223,40071,Kay,Kay County,OK
39.3932659263; -98.2093648177,20123,Mitchell,Mitchell County,KS
39.1135952897; -79.5649741709,54093,Tucker,Tucker County,WV
38.4625319965; -81.075087468,54015,Clay,Clay County,WV
39.4306386001; -87.3899644539,18167,Vigo,Vigo County,IN
40.8460241928; -82.2706927711,39005,Ashland,Ashland County,OH
32.4714628579; -104.304465762,35015,Eddy,Eddy County,NM
41.5680844607; -101.060530422,31117,McPherson,McPherson County,NE
45.8799717759; -91.1446648957,55113,Sawyer,Sawyer County,WI
40.7309049975; -74.0759554422,34017,Hudson,Hudson County,NJ
31.8278792017; -101.050008039,48431,Sterling,Sterling County,TX
39.9838920238; -116.268559598,32011,Eureka,Eureka County,NV
34.5741914782; -103.347029228,35009,Curry,Curry County,NM
36.7315540772; -80.733902516,51035,Carroll,Carroll County,VA
40.0944306459; -95.215512199,29087,Holt,Holt County,MO
36.2777169084; -100.273115438,48295,Lipscomb,Lipscomb County,TX
37.6243602285; -84.8668203815,21021,Boyle,Boyle County,KY
45.4614199106; -92.4413959911,55095,Polk,Polk County,WI
37.9763768738; -91.3039612785,29055,Crawford,Crawford County,MO
38.969864478; -84.727848116,21015,Boone,Boone County,KY
41.5664861496; -100.482861357,31113,Logan,Logan County,NE
45.6991358622; -93.9988297843,27009,Benton,Benton County,MN
34.8408848102; -79.4804292418,37165,Scotland,Scotland County,NC
39.6414721595; -88.6192951938,17139,Moultrie,Moultrie County,IL
30.4234582107; -83.9004744786,12065,Jefferson,Jefferson County,FL
32.0469291804; -96.4724850654,48349,Navarro,Navarro County,TX
36.5085107806; -108.320603167,35045,San Juan,San Juan County,NM
40.5075329902; -89.5134035348,17179,Tazewell,Tazewell County,IL
31.095016693; -85.8389848955,1061,Geneva,Geneva County,AL
42.4712208979; -91.367341411,19055,Delaware,Delaware County,IA
30.4964266893; -82.9479591393,12047,Hamilton,Hamilton County,FL
30.3937798122; -89.4745620917,28045,Hancock,Hancock County,MS
41.2263705176; -96.6374007438,31155,Saunders,Saunders County,NE
42.2486331385; -78.6788502937,36009,Cattaraugus,Cattaraugus County,NY
36.8906660574; -83.854045282,21121,Knox,Knox County,KY
46.4315588357; -117.545169287,53023,Garfield,Garfield County,WA
34.7535027956; -83.0658604798,45073,Oconee,Oconee County,SC
44.0037135763; -102.823815002,46103,Pennington,Pennington County,SD
40.8488341603; -90.6150375695,17187,Warren,Warren County,IL
34.7630897031; -86.5502065185,1089,Madison,Madison County,AL
32.9732247426; -94.9784769569,48063,Camp,Camp County,TX
40.7391440172; -95.1501748646,19145,Page,Page County,IA
34.709836363; -77.4157658244,37133,Onslow,Onslow County,NC
36.276258667; -83.5096204438,47057,Grainger,Grainger County,TN
46.592401392; -92.6770526205,27017,Carlton,Carlton County,MN
36.7865296888; -85.3884485912,21057,Cumberland,Cumberland County,KY
37.222980428; -89.1265952453,17153,Pulaski,Pulaski County,IL
38.8297122608; -89.90499843,17119,Madison,Madison County,IL
37.5592414881; -95.7433888048,20205,Wilson,Wilson County,KS
31.7235401557; -93.0962433857,22069,Natchitoches,Natchitoches Parish,LA
38.619423178; -78.4843979826,51139,Page,Page County,VA
31.5454641622; -96.5805297375,48293,Limestone,Limestone County,TX
41.6863234292; -92.0655240141,19095,Iowa,Iowa County,IA
38.1128050013; -76.7998633255,51193,Westmoreland,Westmoreland County,VA
29.3573361783; -99.7622052768,48463,Uvalde,Uvalde County,TX
43.37802248; -94.6784802642,19063,Emmet,Emmet County,IA
35.7902443741; -78.6503081729,37183,Wake,Wake County,NC
37.6433385983; -114.877539979,32017,Lincoln,Lincoln County,NV
41.9213775211; -83.4942863604,26115,Monroe,Monroe County,MI
44.5473945862; -99.4871292548,46069,Hyde,Hyde County,SD
34.1277855795; -83.2090415694,13195,Madison,Madison County,GA
34.7404337635; -88.2393231398,28141,Tishomingo,Tishomingo County,MS
45.3374314914; -89.7346390174,55069,Lincoln,Lincoln County,WI
44.5929338436; -74.3037621955,36033,Franklin,Franklin County,NY
34.2898880686; -88.6804161511,28081,Lee,Lee County,MS
37.191604867; -98.0754955835,20077,Harper,Harper County,KS
42.0516662494; -95.9599234782,19133,Monona,Monona County,IA
41.5310383041; -96.2220294815,31177,Washington,Washington County,NE
39.7842012909; -97.0875435237,20201,Washington,Washington County,KS
37.1573917455; -91.4005112879,29203,Shannon,Shannon County,MO
44.7268149012; -94.9471503059,27129,Renville,Renville County,MN
35.104348396; -103.549748464,35037,Quay,Quay County,NM
30.6105923313; -85.6653287163,12133,Washington,Washington County,FL
34.5299582294; -102.261669894,48069,Castro,Castro County,TX
37.9708518682; -84.1473994082,21049,Clark,Clark County,KY
42.5936732732; -86.2917651855,26005,Allegan,Allegan County,MI
44.3498776053; -94.2473892814,27103,Nicollet,Nicollet County,MN
45.3508956087; -88.00222052,55075,Marinette,Marinette County,WI
42.638915376; -70.8679199556,25009,Essex,Essex County,MA
42.8674818753; -90.7062204223,55043,Grant,Grant County,WI
18.3287263734; -66.9712187022,72131,San Sebastián,San Sebastián Municipio,PR
41.1524635935; -74.0240654916,36087,Rockland,Rockland County,NY
36.2683474959; -92.6842202167,5089,Marion,Marion County,AR
45.2827261064; -95.68142838,27151,Swift,Swift County,MN
39.4269814843; -93.50517578,29033,Carroll,Carroll County,MO
42.8324862728; -96.6560903889,46127,Union,Union County,SD
28.6570952089; -97.4264922607,48175,Goliad,Goliad County,TX
37.6066301658; -91.5078826618,29065,Dent,Dent County,MO
38.4860376265; -77.955819263,51047,Culpeper,Culpeper County,VA
35.6081436966; -88.8384708522,47113,Madison,Madison County,TN
41.91384687; -99.4544205673,31115,Loup,Loup County,NE
31.1484222352; -90.1061367548,28147,Walthall,Walthall County,MS
33.6748549849; -80.7802801147,45017,Calhoun,Calhoun County,SC
41.4009690752; -79.7579455969,42121,Venango,Venango County,PA
40.3315251833; -84.2047427822,39149,Shelby,Shelby County,OH
31.2484923988; -86.4512425439,1039,Covington,Covington County,AL
45.7586707668; -97.5985004429,46091,Marshall,Marshall County,SD
37.3158384919; -104.03869984,8071,Las Animas,Las Animas County,CO
37.7264040368; -82.1347612154,54059,Mingo,Mingo County,WV
35.38741848; -120.452196945,6079,San Luis Obispo,San Luis Obispo County,CA
44.82075943; -93.8025859879,27019,Carver,Carver County,MN
40.2834374242; -74.7017524053,34021,Mercer,Mercer County,NJ
26.8998432654; -81.9503159678,12015,Charlotte,Charlotte County,FL
38.331795342; -80.0077524976,54075,Pocahontas,Pocahontas County,WV
35.4953438716; -94.755225505,40135,Sequoyah,Sequoyah County,OK
39.8277963216; -97.6506227728,20157,Republic,Republic County,KS
38.0796491352; -86.6380317986,18123,Perry,Perry County,IN
34.4904742327; -89.00385691,28145,Union,Union County,MS
41.287491921; -110.547561693,56041,Uinta,Uinta County,WY
41.0908708811; -85.0665620402,18003,Allen,Allen County,IN
39.9617616288; -90.7503556212,17009,Brown,Brown County,IL
32.3034902579; -100.406052463,48353,Nolan,Nolan County,TX
37.7601394811; -77.4911573271,51085,Hanover,Hanover County,VA
35.8427065264; -86.4167378958,47149,Rutherford,Rutherford County,TN
34.0061055385; -81.7269282584,45081,Saluda,Saluda County,SC
38.0674165811; -78.9013542096,51820,Waynesboro,Waynesboro city,VA
42.393798295; -76.8751761312,36097,Schuyler,Schuyler County,NY
37.9222809093; -83.2588931268,21175,Morgan,Morgan County,KY
40.7698402428; -77.0701686698,42109,Snyder,Snyder County,PA
38.6847722239; -78.1592301973,51157,Rappahannock,Rappahannock County,VA
46.3281784324; -84.5293679243,26033,Chippewa,Chippewa County,MI
30.6851516211; -88.1975233535,1097,Mobile,Mobile County,AL
39.4148645227; -85.0602848847,18047,Franklin,Franklin County,IN
38.1734202345; -104.512845555,8101,Pueblo,Pueblo County,CO
39.0634313879; -120.717645936,6061,Placer,Placer County,CA
33.07931306; -80.406685752,45035,Dorchester,Dorchester County,SC
29.4489578348; -98.5200258895,48029,Bexar,Bexar County,TX
43.9900669341; -85.8016452398,26085,Lake,Lake County,MI
39.443072852; -76.6163229502,24005,Baltimore,Baltimore County,MD
43.0154568883; -87.5805486607,55079,Milwaukee,Milwaukee County,WI
33.9808673856; -86.5673709608,1009,Blount,Blount County,AL
37.1693060628; -94.8462689731,20021,Cherokee,Cherokee County,KS
18.0973046656; -66.360169921,72043,Coamo,Coamo Municipio,PR
17.9463619032; -66.9219381766,72055,Guánica,Guánica Municipio,PR
41.0486534578; -76.4051500765,42037,Columbia,Columbia County,PA
35.284617402; -86.3587711276,47127,Moore,Moore County,TN
44.7261188782; -120.02756623,41069,Wheeler,Wheeler County,OR
28.7048225353; -82.0809953636,12119,Sumter,Sumter County,FL
38.4111443545; -91.0749938771,29071,Franklin,Franklin County,MO
31.8027084904; -85.9409081483,1109,Pike,Pike County,AL
47.4572804385; -98.2369675679,38039,Griggs,Griggs County,ND
35.3106538555; -79.4813744392,37125,Moore,Moore County,NC
44.6846764139; -85.0902500996,26079,Kalkaska,Kalkaska County,MI
35.2068682628; -88.9930848744,47069,Hardeman,Hardeman County,TN
41.3344518776; -93.0994371546,19125,Marion,Marion County,IA
